agencia,ti,to,indice_indisp,vol_atms,vol_transacao,grupo_controle,onda_fechamento,anomes,anomes_fechamento,periodo_fechamento
5251,19927,71014,0.280607,9,8988,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5251,19927,71014,0.280607,9,8988,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5251,19927,71014,0.280607,9,8988,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5251,19927,71014,0.280607,9,8988,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5251,19927,71014,0.280607,9,8988,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5251,19927,71014,0.280607,9,8988,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202504,202508,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202505,202508,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202506,202508,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202507,202508,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202508,202508,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202509,202508,POS
5253,15644,114501,0.136628,6,9854,NAO,3,202510,202508,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5254,18801,115555,0.162702,15,18055,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5257,8258,114141,0.072349,13,7346,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5257,18754,70837,0.264749,9,10722,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202504,202507,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202505,202507,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202506,202507,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202507,202507,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202508,202507,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202509,202507,POS
5258,15540,118839,0.130765,9,8900,NAO,2,202510,202507,POS
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5260,16562,109228,0.151628,5,17776,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5262,8156,122669,0.066488,18,14423,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5264,15747,100130,0.157266,14,13069,NAO,3,202504,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5264,15747,100130,0.157266,14,13069,NAO,3,202505,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5264,15747,100130,0.157266,14,13069,NAO,3,202506,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5264,15747,100130,0.157266,14,13069,NAO,3,202507,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5264,15747,100130,0.157266,14,13069,NAO,3,202508,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5264,15747,100130,0.157266,14,13069,NAO,3,202509,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5264,15747,100130,0.157266,14,13069,NAO,3,202510,202508,PRE
5264,3367,85174,0.039531,8,15840,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5265,11916,82481,0.14447,18,13206,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5265,1402,79340,0.017671,15,13771,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202504,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202504,202509,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202505,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202505,202509,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202506,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202506,202509,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202507,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202507,202509,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202508,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202508,202509,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202509,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202509,202509,PRE
5266,17468,129178,0.135224,16,9404,NAO,3,202510,202509,POS
5266,17248,84754,0.203507,8,18745,NAO,3,202510,202509,PRE
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5267,10835,116655,0.092881,12,9065,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5272,18144,71123,0.255107,13,12934,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5274,6538,128826,0.050751,10,4820,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5276,4544,102400,0.044375,13,7718,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5280,14243,114323,0.124586,10,4291,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202504,202510,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202505,202510,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202506,202510,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202507,202510,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202508,202510,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202509,202510,PRE
5282,6106,127328,0.047955,17,6912,NAO,3,202510,202510,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202504,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202505,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202506,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202507,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202508,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202509,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5287,7566,94338,0.080201,5,8408,NAO,2,202510,202507,PRE
5287,11138,114023,0.097682,13,10382,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5289,5202,110202,0.047204,18,11431,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5291,3026,83053,0.036435,17,4772,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5294,14687,85517,0.171744,12,1839,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5297,3601,71643,0.050263,5,2693,NAO,3,202504,202508,PRE
5297,3601,71643,0.050263,5,2693,NAO,3,202505,202508,PRE
5297,3601,71643,0.050263,5,2693,NAO,3,202506,202508,PRE
5297,3601,71643,0.050263,5,2693,NAO,3,202507,202508,PRE
5297,3601,71643,0.050263,5,2693,NAO,3,202508,202508,PRE
5297,3601,71643,0.050263,5,2693,NAO,3,202509,202508,PRE
5297,3601,71643,0.050263,5,2693,NAO,3,202510,202508,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202504,202507,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202505,202507,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202506,202507,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202507,202507,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202508,202507,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202509,202507,PRE
5300,10827,96069,0.1127,9,18711,NAO,2,202510,202507,PRE
5305,18508,112521,0.164485,18,6842,NAO,3,202504,202509,POS
5305,18508,112521,0.164485,18,6842,NAO,3,202505,202509,POS
5305,18508,112521,0.164485,18,6842,NAO,3,202506,202509,POS
5305,18508,112521,0.164485,18,6842,NAO,3,202507,202509,POS
5305,18508,112521,0.164485,18,6842,NAO,3,202508,202509,POS
5305,18508,112521,0.164485,18,6842,NAO,3,202509,202509,POS
5305,18508,112521,0.164485,18,6842,NAO,3,202510,202509,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5306,13268,118867,0.111621,10,15562,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5307,14803,74583,0.198477,15,4978,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5308,2005,73866,0.027144,14,9354,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202504,202510,PRE
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202505,202510,PRE
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202506,202510,PRE
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202507,202510,PRE
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202508,202510,PRE
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202509,202510,PRE
5309,8699,118817,0.073213,16,19731,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5309,2635,99912,0.026373,5,12091,NAO,3,202510,202510,PRE
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5311,13665,88419,0.154548,11,4189,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5312,18772,79077,0.237389,12,12843,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5313,9556,115727,0.082574,15,8682,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5314,2538,98040,0.025887,5,10440,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5315,5010,107452,0.046625,7,11662,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5316,10577,88716,0.119223,12,13739,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5318,13209,116961,0.112935,10,4294,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5322,7522,88545,0.084951,5,8425,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202506,NAO SE APLICA,POS
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202507,NAO SE APLICA,POS
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202508,NAO SE APLICA,POS
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202509,NAO SE APLICA,POS
5325,9551,82538,0.115716,11,7939,SIM,NAO SE APLICA,202510,NAO SE APLICA,POS
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202506,NAO SE APLICA,PRE
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202507,NAO SE APLICA,PRE
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202508,NAO SE APLICA,PRE
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202509,NAO SE APLICA,PRE
5327,14180,70909,0.199975,11,12235,SIM,NAO SE APLICA,202510,NAO SE APLICA,PRE
5331,7988,81959,0.097463,12,8716,SIM,NAO SE APLICA,202504,NAO SE APLICA,PRE
5331,7150,96913,0.073778,18,5825,SIM,NAO SE APLICA,202504,NAO SE APLICA,POS
5331,7988,81959,0.097463,12,8716,SIM,NAO SE APLICA,202505,NAO SE APLICA,PRE
5331,7150,96913,0.073778,18,5825,SIM,NAO SE APLICA,202505,NAO SE APLICA,POS
